object_id,name,location_label,location_name,type,accession,negative_number,upload_fname
1142,Bronze Scale Mail,,Ramo S.W. Corner,,1938.4104,1938'4105~01,"Dura-Europos archival photograph, YUAG negative number 1938'4105~01 -object-id-1142.jpg"
2900,Carved bone figurine/doll of a woman,,Ramp,,,i65a,"Dura-Europos archival photograph, YUAG negative number i65a -object-id-2900.jpg"
2911,Bone figurine/doll of a woman,,Ramp,,,i56a,"Dura-Europos archival photograph, YUAG negative number i56a -object-id-2911.jpg"
2909,"Lance head (i217), mail (i219), and iron shoulder piece (i282)",,"Ramp (i217, i219); Necropolis, Tomb 28 (i282)",,,i58a,"Dura-Europos archival photograph, YUAG negative number i58a -object-id-2909.jpg"
5238,earthenware sherd with inscription,,rampart near sw tower of city fortifacations,,1930.59,1930'614~01,"Dura-Europos archival photograph, YUAG negative number 1930'614~01 -object-id-5238.jpg"
1379,Decorated Bronze Handle,,Redoubt,,1932.1499,1932'1517~01,"Dura-Europos archival photograph, YUAG negative number 1932'1517~01 -object-id-1379.jpg"
4628,Redoubt of Citadel,,Redoubt,,,dura-d76~01,"Dura-Europos archival photograph, YUAG negative number dura-d76~01 -object-id-4628.jpg"
12116,Plan of palace of redoubt,,Redoubt,,,dura-e6b~01,"Dura-Europos archival photograph, YUAG negative number dura-e6b~01 -object-id-12116.jpg"
12117,Plan of palace of redoubt,,Redoubt,,,dura-e6a~01,"Dura-Europos archival photograph, YUAG negative number dura-e6a~01 -object-id-12117.jpg"
12139,Plan of palace redoubt,,Redoubt,,,dura-e5~01,"Dura-Europos archival photograph, YUAG negative number dura-e5~01 -object-id-12139.jpg"
12173,"Redoubt, room on E side",,Redoubt,,,dura-e18~01,"Dura-Europos archival photograph, YUAG negative number dura-e18~01 -object-id-12173.jpg"
14436,"Redoubt, court looking N",,Redoubt,,,dura-d86~01,"Dura-Europos archival photograph, YUAG negative number dura-d86~01 -object-id-14436.jpg"
14437,"Redoubt, NE corner",,Redoubt,,,dura-d84~01,"Dura-Europos archival photograph, YUAG negative number dura-d84~01 -object-id-14437.jpg"
14438,Central breach in N face of redoubt looking E,,Redoubt,,,dura-d82~01,"Dura-Europos archival photograph, YUAG negative number dura-d82~01 -object-id-14438.jpg"
14439,"Redoubt, NE section",,Redoubt,,,dura-d80~01,"Dura-Europos archival photograph, YUAG negative number dura-d80~01 -object-id-14439.jpg"
14441,"Redoubt, view looking NW",,Redoubt,,,dura-d78~01,"Dura-Europos archival photograph, YUAG negative number dura-d78~01 -object-id-14441.jpg"
14577,"Graffito, rider hunting deer (?) from redoubt, left of entrance",,Redoubt,,,dura-d200~01,"Dura-Europos archival photograph, YUAG negative number dura-d200~01 -object-id-14577.jpg"
14579,"Graffito, rider and inscription from redoubt",,Redoubt,,,dura-d198~01,"Dura-Europos archival photograph, YUAG negative number dura-d198~01 -object-id-14579.jpg"
14582,"Graffito of horse, room 14 of redoubt",,Redoubt,,,dura-d190~01,"Dura-Europos archival photograph, YUAG negative number dura-d190~01 -object-id-14582.jpg"
14583,Pehlevi inscription from above bench to R of entrance to redoubt,,Redoubt,,,dura-d186~01,"Dura-Europos archival photograph, YUAG negative number dura-d186~01 -object-id-14583.jpg"
3751,Redoubt: Architectural detail.,,Redoubt Palace,,,h403b,"Dura-Europos archival photograph, YUAG negative number h403b -object-id-3751.jpg"
3718,Redoubt: Architectural detail.,,Redoubt Palace,,,h436b,"Dura-Europos archival photograph, YUAG negative number h436b -object-id-3718.jpg"
3719,Redoubt: Architectural detail.,,Redoubt Palace,,,h435b,"Dura-Europos archival photograph, YUAG negative number h435b -object-id-3719.jpg"
3720,Redoubt: Architectural detail.,,Redoubt Palace,,,h434b,"Dura-Europos archival photograph, YUAG negative number h434b -object-id-3720.jpg"
3721,Redoubt: Architectural detail.,,Redoubt Palace,,,h433b,"Dura-Europos archival photograph, YUAG negative number h433b -object-id-3721.jpg"
3722,Redoubt: Architectural detail.,,Redoubt Palace,,,h432b,"Dura-Europos archival photograph, YUAG negative number h432b -object-id-3722.jpg"
3723,Redoubt: Architectural detail.,,Redoubt Palace,,,h431b,"Dura-Europos archival photograph, YUAG negative number h431b -object-id-3723.jpg"
3724,Redoubt: Architectural detail.,,Redoubt Palace,,,h430b,"Dura-Europos archival photograph, YUAG negative number h430b -object-id-3724.jpg"
3725,Redoubt: Architectural detail.,,Redoubt Palace,,,h429b,"Dura-Europos archival photograph, YUAG negative number h429b -object-id-3725.jpg"
3726,Redoubt: Architectural detail.,,Redoubt Palace,,,h428b,"Dura-Europos archival photograph, YUAG negative number h428b -object-id-3726.jpg"
3727,Redoubt: Architectural detail.,,Redoubt Palace,,,h427b,"Dura-Europos archival photograph, YUAG negative number h427b -object-id-3727.jpg"
3728,Redoubt: Architectural detail.,,Redoubt Palace,,,h426b,"Dura-Europos archival photograph, YUAG negative number h426b -object-id-3728.jpg"
3729,Redoubt: Architectural detail.,,Redoubt Palace,,,h425b,"Dura-Europos archival photograph, YUAG negative number h425b -object-id-3729.jpg"
3730,Redoubt: Architectural detail.,,Redoubt Palace,,,h424b,"Dura-Europos archival photograph, YUAG negative number h424b -object-id-3730.jpg"
3731,Redoubt: Architectural detail.,,Redoubt Palace,,,h423b,"Dura-Europos archival photograph, YUAG negative number h423b -object-id-3731.jpg"
3732,Redoubt: Architectural detail.,,Redoubt Palace,,,h422b,"Dura-Europos archival photograph, YUAG negative number h422b -object-id-3732.jpg"
3733,Redoubt: Architectural detail.,,Redoubt Palace,,,h421b,"Dura-Europos archival photograph, YUAG negative number h421b -object-id-3733.jpg"
3734,Redoubt: Architectural detail.,,Redoubt Palace,,,h420b,"Dura-Europos archival photograph, YUAG negative number h420b -object-id-3734.jpg"
3735,Redoubt: Architectural detail.,,Redoubt Palace,,,h419b,"Dura-Europos archival photograph, YUAG negative number h419b -object-id-3735.jpg"
3736,Redoubt: Architectural detail.,,Redoubt Palace,,,h418b,"Dura-Europos archival photograph, YUAG negative number h418b -object-id-3736.jpg"
3737,Redoubt: Architectural detail.,,Redoubt Palace,,,h417b,"Dura-Europos archival photograph, YUAG negative number h417b -object-id-3737.jpg"
3738,Redoubt: Architectural detail.,,Redoubt Palace,,,h416b,"Dura-Europos archival photograph, YUAG negative number h416b -object-id-3738.jpg"
3739,Redoubt: Architectural detail.,,Redoubt Palace,,,h415b,"Dura-Europos archival photograph, YUAG negative number h415b -object-id-3739.jpg"
3740,Redoubt: Architectural detail.,,Redoubt Palace,,,h414b,"Dura-Europos archival photograph, YUAG negative number h414b -object-id-3740.jpg"
3741,Redoubt: Architectural detail.,,Redoubt Palace,,,h413b,"Dura-Europos archival photograph, YUAG negative number h413b -object-id-3741.jpg"
3742,Redoubt: Architectural detail.,,Redoubt Palace,,,h412b,"Dura-Europos archival photograph, YUAG negative number h412b -object-id-3742.jpg"
3743,Redoubt: Architectural detail.,,Redoubt Palace,,,h411b,"Dura-Europos archival photograph, YUAG negative number h411b -object-id-3743.jpg"
3744,Redoubt: Architectural detail.,,Redoubt Palace,,,h410b,"Dura-Europos archival photograph, YUAG negative number h410b -object-id-3744.jpg"
3745,Redoubt: Architectural detail.,,Redoubt Palace,,,h409b,"Dura-Europos archival photograph, YUAG negative number h409b -object-id-3745.jpg"
3746,Redoubt: Architectural detail.,,Redoubt Palace,,,h408b,"Dura-Europos archival photograph, YUAG negative number h408b -object-id-3746.jpg"
3747,Redoubt: Architectural detail.,,Redoubt Palace,,,h407b,"Dura-Europos archival photograph, YUAG negative number h407b -object-id-3747.jpg"
3748,Redoubt: Architectural detail.,,Redoubt Palace,,,h406b,"Dura-Europos archival photograph, YUAG negative number h406b -object-id-3748.jpg"
3749,Redoubt: Architectural detail.,,Redoubt Palace,,,h405b,"Dura-Europos archival photograph, YUAG negative number h405b -object-id-3749.jpg"
3750,Redoubt: Architectural detail.,,Redoubt Palace,,,h404b,"Dura-Europos archival photograph, YUAG negative number h404b -object-id-3750.jpg"
3752,Redoubt: Architectural detail.,,Redoubt Palace,,,h402b,"Dura-Europos archival photograph, YUAG negative number h402b -object-id-3752.jpg"
3753,Redoubt: Architectural detail.,,Redoubt Palace,,,h401b,"Dura-Europos archival photograph, YUAG negative number h401b -object-id-3753.jpg"
3952,Redoubt: Bulla,,Redoubt Palace,,,h68a,"Dura-Europos archival photograph, YUAG negative number h68a -object-id-3952.jpg"
4448,"Drawing, graffito from c9 (Pillet's copy)",,Redoubt Palace,,,y472,"Dura-Europos archival photograph, YUAG negative number y472 -object-id-4448.jpg"
6140,"c9, Redoubt Palace, isometric reconstructions of three periods",,Redoubt Palace,,,y734,"Dura-Europos archival photograph, YUAG negative number y734 -object-id-6140.jpg"
8820,bronze scabbard chape,,Redoubt Palace,,1938.2222,1938'2243~01,"Dura-Europos archival photograph, YUAG negative number 1938'2243~01 -object-id-8820.jpg"
11131,graffito 3463,,Redoubt palace,,,dam-130~01,"Dura-Europos archival photograph, YUAG negative number dam-130~01 -object-id-11131.jpg"
11518,"Redoubt Palace, central court.",,Redoubt Palace,,,z9,"Dura-Europos archival photograph, YUAG negative number z9 -object-id-11518.jpg"
11650,Redoubt Palace,,Redoubt Palace,,,z10,"Dura-Europos archival photograph, YUAG negative number z10 -object-id-11650.jpg"
11904,"Drawing, graffito from Reboubt palace (copy by L. North): Hunt",,Redoubt Palace,,,y494,"Dura-Europos archival photograph, YUAG negative number y494 -object-id-11904.jpg"
11905,"Drawing, graffito from Redoubt Palace (copy): mounted archer",,Redoubt Palace,,,y493,"Dura-Europos archival photograph, YUAG negative number y493 -object-id-11905.jpg"
13130,"Block c9, Redoubt Palace, plan of periods I and II",,Redoubt Palace,,,y28,"Dura-Europos archival photograph, YUAG negative number y28 -object-id-13130.jpg"
13131,"Block c9, Redoubt Palace, isometric reconstruction of final period",,Redoubt Palace,,,y27,"Dura-Europos archival photograph, YUAG negative number y27 -object-id-13131.jpg"
13771,View of redoubt from below,,Redoubt palace,,,dura-b176~01,"Dura-Europos archival photograph, YUAG negative number dura-b176~01 -object-id-13771.jpg"
14015,"Green Glazed Small Jug, Two Handles",,Redoubt Palace,,1931.45,yale1151,"Dura-Europos archival photograph, YUAG negative number yale1151 -object-id-14015.jpg"
13653,"Drawing, graffiti  (copies by L. North): left - from Redoubt Palace; right - from Temple of Artemis, room t",,"Redoubt Palace, Temple of Artemis",,,y496,"Dura-Europos archival photograph, YUAG negative number y496 -object-id-13653.tif"
12461,Stone Bas-Relief at ?,,"Redoubt, Palace",,1932.1217,yale1512,"Dura-Europos archival photograph, YUAG negative number yale1512 -object-id-12461.jpg"
14489,Lamp/terra cotta figurine,,Redoubt; Tower 9,,,dura-d330~01,"Dura-Europos archival photograph, YUAG negative number dura-d330~01 -object-id-14489.jpg"
2890,Roman bath,,Roman Bath,,,i74a,"Dura-Europos archival photograph, YUAG negative number i74a -object-id-2890.jpg"
3133,"Jar, Roman bath, E3",,Roman bath,,,k541b,"Dura-Europos archival photograph, YUAG negative number k541b -object-id-3133.jpg"
3331,Bath South Apse,,Roman Bath,,,k316a,"Dura-Europos archival photograph, YUAG negative number k316a -object-id-3331.jpg"
6268,Mold (for Lamp),,Roman Bath,,1934.431,1938'4762a~01,"Dura-Europos archival photograph, YUAG negative number 1938'4762a~01 -object-id-6268.jpg"
9008,Bronze Spoon Fragment,,Roman Bath,,1931.590h,1932'1556a~01,"Dura-Europos archival photograph, YUAG negative number 1932'1556a~01 -object-id-9008.jpg"
12241,Plaster Mould for Lamp,,Roman Bath,,,yale1730,"Dura-Europos archival photograph, YUAG negative number yale1730 -object-id-12241.jpg"
13155,Fragment of wall painting from bath e3,,Roman Bath,,1929.353,y238,"Dura-Europos archival photograph, YUAG negative number y238 -object-id-13155.jpg"
13555,"Roman Bath - Calidarium, foom G, showing hollow brick and passage under floor for heat",,Roman Bath,,,dura-b98~01,"Dura-Europos archival photograph, YUAG negative number dura-b98~01 -object-id-13555.jpg"
13557,N. Roman bath,,Roman Bath,,,dura-b95~01,"Dura-Europos archival photograph, YUAG negative number dura-b95~01 -object-id-13557.jpg"
528,Bronze Button (Type 3),,Roman Bath  Private Houses,,1938.3224,1938'3232~01,"Dura-Europos archival photograph, YUAG negative number 1938'3232~01 -object-id-528.jpg"
552,Bronze Bracelets and Earrings,,Roman Bath  Private Houses,,1933.632d,1933'633b~01,"Dura-Europos archival photograph, YUAG negative number 1933'633b~01 -object-id-552.jpg"
584,Bronze Button (Type II),,Roman Bath  Private Houses,,1938.3227,1938'3231~01,"Dura-Europos archival photograph, YUAG negative number 1938'3231~01 -object-id-584.jpg"
620,Bronze Tack,,Roman Bath  Private Houses,,1938.3606,1938'3607~01,"Dura-Europos archival photograph, YUAG negative number 1938'3607~01 -object-id-620.jpg"
1031,Bronze Object,,Roman Bath  Private Houses,,1938.3262,1938'3284~01,"Dura-Europos archival photograph, YUAG negative number 1938'3284~01 -object-id-1031.jpg"
1511,Bronze Ring,,Roman Bath  Private Houses,,1938.267,1938'2671~01,"Dura-Europos archival photograph, YUAG negative number 1938'2671~01 -object-id-1511.jpg"
1229,Bronze Stud,,Roman Bath  Private Houses,,1938.3596,1938'3599~01,"Dura-Europos archival photograph, YUAG negative number 1938'3599~01 -object-id-1229.jpg"
1705,Bronze Tack,,Roman Bath  Private Houses,,1938.3604,1938'3606~01,"Dura-Europos archival photograph, YUAG negative number 1938'3606~01 -object-id-1705.jpg"
1858,Bronze Gazelle,,Roman Bath  Private Houses,,1938.2195.1,1938'2200~01,"Dura-Europos archival photograph, YUAG negative number 1938'2200~01 -object-id-1858.jpg"
2041,Br. Bead,,Roman Bath  Private Houses,,1938.2512,1938'2522~01,"Dura-Europos archival photograph, YUAG negative number 1938'2522~01 -object-id-2041.jpg"
7254,Bronze Double Button (Type 2),,Roman Bath  Private Houses,,1938.3631,1938'3633~01,"Dura-Europos archival photograph, YUAG negative number 1938'3633~01 -object-id-7254.jpg"
8953,Bronze Pendant Fastening,,Roman Bath  Private Houses,,1938.2284,1938'2432~01,"Dura-Europos archival photograph, YUAG negative number 1938'2432~01 -object-id-8953.jpg"
10827,Bronze Ring,,Roman Bath  Private Houses,,1938.2349,1938'2351~01,"Dura-Europos archival photograph, YUAG negative number 1938'2351~01 -object-id-10827.jpg"
13335,Bronze Strainer,,Roman Bath  Private Houses,,1938.3055,1938'3066~01,"Dura-Europos archival photograph, YUAG negative number 1938'3066~01 -object-id-13335.jpg"
5598,Blocked doorway in m7-8,,"Roman Bath, Christian building, private houses",,,dura-g65b~01,"Dura-Europos archival photograph, YUAG negative number dura-g65b~01 -object-id-5598.jpg"
5603,Blocked door in M7-8 from outside,,"Roman bath, Christian building, private houses",,,dura-g58b~01,"Dura-Europos archival photograph, YUAG negative number dura-g58b~01 -object-id-5603.jpg"
4544,"Plan of baths: c3, e3, m7",,"Roman Bath, Parthian Bath, Roman Bath",,?,y21,"Dura-Europos archival photograph, YUAG negative number y21 -object-id-4544.jpg"
13190,"Plan of baths: c3, e3, m7",,"Roman Bath, Parthian Bath, Roman Bath",,,y20,"Dura-Europos archival photograph, YUAG negative number y20 -object-id-13190.jpg"
11164,"part of a painting, found at the south wall???",,"roman bath, private house (m7),",,,dura-fVII100~01,"Dura-Europos archival photograph, YUAG negative number dura-fVII100~01 -object-id-11164.jpg"
10160,wall of Roman bath/private house m7 and Christian building,,"Roman bath, private house; Christian building",,,dura-fc7~01,"Dura-Europos archival photograph, YUAG negative number dura-fc7~01 -object-id-10160.jpg"
10177,Roman bath/private house - Christian building/private house (m7; m8) panorama,,"Roman bath, private house; Christian building, private house",,,dura-fc21g~01,"Dura-Europos archival photograph, YUAG negative number dura-fc21g~01 -object-id-10177.jpg"
10178,Roman bath/private house - Christian building/private house (m7; m8) panorama,,"Roman bath, private house; Christian building, private house",,,dura-fc21c~01,"Dura-Europos archival photograph, YUAG negative number dura-fc21c~01 -object-id-10178.jpg"
10179,Roman bath/private house - Christian building/private house (m7; m8) panorama,,"Roman bath, private house; Christian building, private house",,,dura-fc21a~01,"Dura-Europos archival photograph, YUAG negative number dura-fc21a~01 -object-id-10179.jpg"
546,bronze bead or die,,"Roman Bath, Private Houses",,1938.2517,1938'2519~01,"Dura-Europos archival photograph, YUAG negative number 1938'2519~01 -object-id-546.jpg"
3990,"Plan. m7, eastern section, houses H & E",,"Roman bath, private houses",,,h34a,"Dura-Europos archival photograph, YUAG negative number h34a -object-id-3990.jpg"
3993,"Plan: m7, nw quarter",,"Roman bath, private houses",,,h31a,"Dura-Europos archival photograph, YUAG negative number h31a -object-id-3993.jpg"
5620,Blocked door in m7,,"Roman bath, private houses",,,dura-g42b~01,"Dura-Europos archival photograph, YUAG negative number dura-g42b~01 -object-id-5620.jpg"
5999,bone strygil,,"Roman Bath, Private Houses",,1933.424q,1933'424r~01,"Dura-Europos archival photograph, YUAG negative number 1933'424r~01 -object-id-5999.jpg"
6000,bone strygil,,"Roman Bath, Private Houses",,1933.424p,1933'424q~01,"Dura-Europos archival photograph, YUAG negative number 1933'424q~01 -object-id-6000.jpg"
